coronado,Coronado
coronae,koróny
coronal,koronální
coronary,koronární
coronary thrombosis,koronární trombóza
coronate,opatřený korunkou
coronation,korunovace
coroner,koroner
coronet,korunka
coroneted,okorunkovaný
coroutine,společná rutina
corp,a.s.
corpora,korpus
corporal,desátník
corporal punishment,tělesný trest
corporate,korporační
corporate average fuel economy (cafe) standards,podnikové standardy průměrné úspornosti při použití paliv
corporate body,korporace
corporate bond,firemní obligace
corporate profit tax,daň ze zisku korporací
corporate property,korporační vlastnictví (vlastnictví obchodní společnosti)
corporately,společně
corporation,obchodní společnost
corporation tax,daň ze zisku korporací
corporations,korporace
corporatism,korporativismus
corporatist,korporativista
corporatist model of regulation,korporatistický model řízení
corporeal,tělesný
corporeality,tělesnost
corporeally,tělesně
corposant,Eliášův oheň
corps,masa lidí
corpse,mrtvola
corpses,mrtvoly
corpulence,korpulence
corpulent,tělnatý
corpus,korpus
corpus christi,město - Spojené státy americké
corpus delicti,předmět doličný
corpuscle,krvinka
corpuscular,korpuskulární
corral,ohrada
correct,opravit
correctable,opravitelný
corrected,korigovaný
correcting,napravující
correction,opravení
correction fluid,opravný lak
correctional,nápravný
correctional facility,nápravné zařízení
corrections,korektury
correctitude,korektnost
corrective,korekční
corrective taxes,korektivní daně
correctly,správně
correctness,korektnost
corrector,korektor
corrects,opravuje
correlary,analogický
correlate,zharmonizovat
correlated,korelační
correlates,koreluje
correlation,korelace
correlational,korelativní
correlations,korelace
correlative,korelační
correlative sample,souvztažný vzorek (vody)
correlativity,korelativnost
correspond,odpovídat si
corresponded,odpovídal
correspondence,písemný styk
correspondence card,dopisnice
correspondences,korespondence
correspondent,korespondent
correspondent bank,korespondenční banka
correspondents,korespondenti
corresponding,korespondující
correspondingly,příslušně
corresponds,koresponduje
corrida,korida
corridor,chodba
corridors,chodby
corrie,kar
corrigenda,oprava tiskové chyby
corrigendum,tisková oprava
corrigible,opravitelný
corroborant,posilující
corroborate,dosvědčit
corroborated,potvrdil
corroborating,dosvědčující
corroboration,potvrzení
corroborative,podpůrný
corroboratory,dosvědčující
corrode,korodovat
corroded,zkorodovaný
corroding,korodující
corrolary,závěr
corrosion,koroze
corrosive,korozivní
corrosive water,agresivní voda
corrugate,zvlnit
corrugated,vlnitý
corrugation,rýha
corrupt,zkorumpovat
corrupt practices,úplatkářství
corrupted,zkorumpovaný
corrupter,korupčník
corruptibility,podplatitelnost
corruptible,podplatitelný
corrupting,kažení
corruption,korupce
corruptive,demoralizující
corruptly,zkorumpovaně
corruptness,zkorumpovanost
corrupts,kazí
corsage,květina na šaty
corsair,korzár
corse,mrtvola archaicky
corselet,korzelet
corset,korzet
corsica,Korsika
corslet,korzelet
cortege,pohřební průvod
cortes,Cortes
cortex,kůra
cortez,Cortez
cortical,kortikální
cortices,mozkové kůry
corticosteroid,kortikosteroid
corticosterone,kortikosteron
cortisol,kortizol
cortisone,kortizon
cortland,okres v USA
corundum,korund
coruscant,jiskřivý
coruscate,blýskat se
coruscation,blyštění
corvette,korveta
corvine,havraní
corydalis,dymnivka
corymb,chocholík
coryza,koryza
cos,cos
cosecant,kosekans
coseismic,koseizmický
cosgrove,Cosgrove
cosier,útulnější
cosigner,spolupodepsaný
cosily,pohodlně
cosine,kosinus
cosiness,pohodlí
cosmetic,kosmetický
cosmetically,kosmeticky
cosmetician,kosmetik
cosmetics,kosmetika
cosmetologist,kosmetolog
cosmetology,studium vzhledu
cosmic,vesmírný
cosmic ray,kosmický paprsek
cosmic rays,kosmické paprsky
cosmical,kosmický
cosmically,kosmicky
cosmogenic,kosmogonický
cosmogeny,kosmogonie
cosmogonic,kosmogonický
cosmogony,kosmogonie
cosmographer,kosmograf
cosmography,kosmografie
cosmological,kosmologický
cosmologically,kosmologicky
cosmologist,kosmolog
cosmologists,kosmologové
cosmology,kosmologie
cosmonaut,kosmonaut
cosmopolitan,světoobčanský
cosmopolitanism,kosmopolitismus
cosmopolite,kosmopolitní
cosmos,krásenka
cosmotron,kosmotron
cosponsor,spolupořadatel
cossack,kozák
cossacks,kozáci
cosset,hýčkat
cost,cost/cost/cost
cost a fortune,stát majlant
cost a pretty penny,stát mnoho peněz
cost advantage,výhoda nižších nákladů
cost an arm and a leg,stát mnoho peněz
cost center,nákladové středisko
cost cutting,snížení nákladů
cost effective,nákladově efektivní
cost effective policies,"redukce emisí, politika nákladové efektivnosti"
cost effectiveness,efektivnost nákladů
cost effectiveness analysis,optimalizační postup pro stanovení efektivnosti nákladů
cost effectiveness analysis.,analýza efektivnosti nákladů
cost estimation,odhad nákladů
cost factors,"recyklace, faktor nákladů"
cost of capital,náklady (cena) kapitálu
cost of labour,náklady práce
cost of living,životní náklady
cost of revaluation of securities and derivatives,náklady z přecenění cenných papírů a derivátů
cost of sales,prodejní náklady
cost price,výrobní cena
cost you,stát mnoho úsilí
cost-benefit analysis,nákladově-přínosová analýza
cost-benefit criterion,kritérium nákladů a užitku
cost-cutting,nákladové snížení (škrty)
cost-effective,nákladově-efektivní
cost-effectiveness,nákladová efektivnost
cost-effectiveness analysis,analýza efektivnosti nákladů
cost-effectiveness principle,princip efektivnosti nákladů
cost-effectiveness rule,pravidlo nákladové efektivnosti
cost-efficient,nákladově efektivní
cost-push inflation,nákladová inflace
costa,Costa
costa rica,Kostarika
costal,žeberní
costate,žebernatý
costed,měl náklady
costello,Costello
costermonger,pouliční prodavač
costing,propočet
costingness,náročnost
costings,kalkulace
costless,bezplatný
costlier,nákladnější
costliest,nejnákladnější
costliness,nákladnost
costly,drahý
costs,náklady
costume,kostým
costume jewellery,bižuterie
costumer,kostýmář
costumes,kostýmy
costumier,výrobce kostýmů
cosy,pohodlný
cot,kolébka
cotangent,kotangens
cote,kotec
coterie,kotérie
coterminous,současný
cotflgohaha,Crawling On The Floor Laughing Guts Out And Having A Heart Attack
cotillion,kotilión
cotinine,látka vznikající rozkladem nikotinu
cotoneaster,skalník
cots,Commercial Off-the-Shelf
cottage,chaloupka
cottage cheese,tvaroh
cottage industry,domácí výroba
cottager,domkář
cotter,závlačka
cotter pin,závlačka
cottier,nájemce půdy
cotton,bavlněný
cotton candy,cukrová vata
cotton gin,čistička bavlny
cotton on,namotat
cotton picker,negr
cotton to that,věřit něčemu
cotton wool,vata
cotton-picking,kradení
cottonmouth,ploskolebec vodní
cottonpicking,kradení
cottonseed,bavlníkové semeno
cottontail,divoký králík
cottonwood,americký topol
cottony,podobný bavlně
cottrell,Cottrell
cotyledon,rostlinná děloha
cotyloid,šálkovitý
couch,gaučový
couch potato,osoba sledující často televizi
couched,formulovaný
couches,gauče
couchette,lehátko
cougar,puma
cougars,pumy
cough,zakašlání
cough drop,bonbon proti kašli
cough out,vykašlat
cough up,vykašlat
coughed,kašlal
coughing,kašlání
coughs,kašle
could,uměl
could do with something,potřebovat něco
could have,mohl
couldn't,neuměl
coulisse,kulisa
couloir,kuloár
coulomb,jednotka elektrického náboje
coulter,Coulter
coumarone,kumaron
council,koncil
council on environmental quality,Council on Environmental Quality CEQ
councillor,radní
councillors,radní
councils,koncily
counsel,konzultace
counselled,poradil
counselling,poradenství
counsellor,poradce
counselor,poradce
count,napočítat
count down,odpočítávat
count in,započítat
count me in,počítej se mnou
count me out,se mnou nepočítej
count off,odpočítat
count on,spoléhat se na
count out,odpočítat
count someone in,počítat s někým
count someone out,vynechat někoho
count up,sečíst
count your chickens before they hatch,spoléhat na plán
countability,spočitatelnost
countable,spočetný
countably,spočitatelně
countdown,odpočítávání
counted,počítaný
countenance,nálada
counter,čítač
counter strike,protiúder
counter-attack,protiútok
counter-blow,protiúder
counter-claim,protinárok
counter-culture,kultura mimo oficiálního rámce
counter-insurgency,vládní potlačení vzpoury
counter-intelligence,kontrašpionáž
counter-intuitive,neintuitivní
counter-offensive,protiofenzíva
counter-productive,kontraproduktivní
counter-productive adj,kontraproduktivní
counter-revolution,kontrarevoluce
counter-revolutionary,kontrarevolucionář
counter-tenor,vysoký tenor
counteract,jednat proti
counteraction,protiakce
counteractive,opačný
counterargument,protiargument
counterattack,protiútok
counterbackwater dike,zpětná hráz
counterbalance,protiváha
counterbalanced,vyvážený
counterbalancing,vyvažování
counterblast,energický protest
counterblow,protiúder
counterbore,válcově zahloubit
counterchange,vystřídat
countercharge,protižaloba
countercheck,překontrolovat
counterclaim,protinárok
counterclockwise,levotočivý
counterculture,podzemní kultura
countercurrent,protiproud
countered,vyvažoval
counterespionage,kontrarozvědka
counterexample,protipříklad
counterexamples,protipříklady
counterfeit,padělat
counterfeiter,falšovatel
counterfeiting,falšování
counterfire,protipalba
counterflow,protiproud
counterfoil,stvrzenka
counterglow,protisoumrak
countering,čelení
counterinsurgency,vládní potlačení vzpoury
counterintelligence,kontrarozvědka
counterintuitive,neintuitivní
counterman,prodavač
countermand,anulovat
countermarch,pochod proti směru
countermeasure,protiopatření
countermine,podkop
countermove,protitah
counteroffensive,protiofenziva
counteroffer,protinabídka
counterpane,přehoz na postel
counterpart,protějšek
counterparts,doplňky
counterplea,námitky
counterpoint,kontrapunkt
counterpoise,protiváha
counterpressure,protitlak
counterproductive,brzdící
counterproposal,protinávrh
counterpunch,protiúder
counterrevolution,kontrarevoluce
counterrevolutionary,kontrarevolucionář
counters,odporuje
countershaft,předlohová hřídel
countersign,ratifikovat
countersignature,kontrasignatura
countersigned,stvrzený
countersink,zahloubit
counterspy,kontrarozvědčík
counterstrike,protiúder
countersunk,zapuštěný
countertenor,alt
countertop,kuchyňská linka
countertrade,výměnný obchod
countervail,vyrovnat se
counterweight,vyvažovací závaží
